prodotto_id,codice_barre,nome,descrizione,categoria,prezzo_netto,iva_percento,prezzo_lordo,attivo,updated_at
3967,8222195832396,Prodotto Surgelati Classico 3967,Prodotto Surgelati Classico 3967 - descrizione commerciale,Surgelati,6.83,10,7.51,1,2026-01-06 09:25:01
3968,8869087215592,Prodotto Casa Extra 3968,Prodotto Casa Extra 3968 - descrizione commerciale,Casa,11.49,10,12.64,1,2026-01-28 09:25:01
3969,8911443675284,Prodotto Casa Senza Zucchero 3969,Prodotto Casa Senza Zucchero 3969 - descrizione commerciale,Casa,5.24,10,5.76,1,2026-01-07 09:25:01
3970,8903256823430,Prodotto Panetteria Extra 3970,Prodotto Panetteria Extra 3970 - descrizione commerciale,Panetteria,4.09,10,4.5,1,2026-01-05 09:25:01
3971,8566165049231,Prodotto Igiene Formato Famiglia 3971,Prodotto Igiene Formato Famiglia 3971 - descrizione commerciale,Igiene,7.35,10,8.09,1,2026-01-28 09:25:01
3972,8907634696920,Prodotto Panetteria Convenienza 3972,Prodotto Panetteria Convenienza 3972 - descrizione commerciale,Panetteria,1.25,10,1.38,1,2026-01-27 09:25:01
3973,8687514893937,Prodotto Alimentari Extra 3973,Prodotto Alimentari Extra 3973 - descrizione commerciale,Alimentari,2.2,10,2.42,1,2026-01-29 09:25:01
3974,8943703040571,Prodotto Panetteria Tradizionale 3974,Prodotto Panetteria Tradizionale 3974 - descrizione commerciale,Panetteria,2.71,10,2.98,1,2026-01-11 09:25:01
3975,8218969587019,Prodotto Surgelati Tradizionale 3975,Prodotto Surgelati Tradizionale 3975 - descrizione commerciale,Surgelati,6.25,10,6.88,1,2026-01-17 09:25:01
3976,8105000205602,Prodotto Bevande Classico 3976,Prodotto Bevande Classico 3976 - descrizione commerciale,Bevande,2.75,10,3.03,1,2026-01-27 09:25:01
3977,8399685706056,Prodotto Casa Formato Famiglia 3977,Prodotto Casa Formato Famiglia 3977 - descrizione commerciale,Casa,9.89,10,10.88,1,2026-01-01 09:25:01
3978,8402703820041,Prodotto Latticini Bio 3978,Prodotto Latticini Bio 3978 - descrizione commerciale,Latticini,3.43,10,3.77,1,2026-01-21 09:25:01
3979,8408248358528,Prodotto Bevande Classico 3979,Prodotto Bevande Classico 3979 - descrizione commerciale,Bevande,1.68,10,1.85,1,2026-01-29 09:25:01
3980,8274812510735,Prodotto Surgelati Formato Famiglia 3980,Prodotto Surgelati Formato Famiglia 3980 - descrizione commerciale,Surgelati,1.8,10,1.98,1,2026-01-13 09:25:01
3981,8337862164826,Prodotto Igiene Convenienza 3981,Prodotto Igiene Convenienza 3981 - descrizione commerciale,Igiene,3.12,10,3.43,1,2026-01-05 09:25:01
3982,8379591076453,Prodotto Alimentari Classico 3982,Prodotto Alimentari Classico 3982 - descrizione commerciale,Alimentari,2.64,10,2.9,1,2026-01-02 09:25:01
3983,8209402588040,Prodotto Latticini Bio 3983,Prodotto Latticini Bio 3983 - descrizione commerciale,Latticini,1.78,10,1.96,1,2026-01-07 09:25:01
3984,8918033090542,Prodotto Alimentari Classico 3984,Prodotto Alimentari Classico 3984 - descrizione commerciale,Alimentari,3.25,10,3.58,1,2026-01-07 09:25:01
3985,8702812296986,Prodotto Igiene Premium 3985,Prodotto Igiene Premium 3985 - descrizione commerciale,Igiene,2.5,10,2.75,1,2026-01-03 09:25:01
3986,8268718309306,Prodotto Latticini Premium 3986,Prodotto Latticini Premium 3986 - descrizione commerciale,Latticini,1.33,10,1.46,1,2026-01-16 09:25:01
3987,8127199470198,Prodotto Bevande Senza Zucchero 3987,Prodotto Bevande Senza Zucchero 3987 - descrizione commerciale,Bevande,2.49,10,2.74,1,2026-01-02 09:25:01
3988,8399684206315,Prodotto Casa Premium 3988,Prodotto Casa Premium 3988 - descrizione commerciale,Casa,11.93,10,13.12,1,2026-01-30 09:25:01
3989,8482102758770,Prodotto Bevande Senza Zucchero 3989,Prodotto Bevande Senza Zucchero 3989 - descrizione commerciale,Bevande,2.4,10,2.64,1,2026-01-02 09:25:01
3990,8615604903457,Prodotto Casa Premium 3990,Prodotto Casa Premium 3990 - descrizione commerciale,Casa,10.57,10,11.63,1,2026-01-19 09:25:01
3991,8180119194583,Prodotto Surgelati Bio 3991,Prodotto Surgelati Bio 3991 - descrizione commerciale,Surgelati,7.37,10,8.11,1,2026-01-28 09:25:01
3992,8484362254083,Prodotto Surgelati Integrale 3992,Prodotto Surgelati Integrale 3992 - descrizione commerciale,Surgelati,2.65,10,2.92,1,2026-01-05 09:25:01
3993,8829377408130,Prodotto Casa Formato Famiglia 3993,Prodotto Casa Formato Famiglia 3993 - descrizione commerciale,Casa,3.01,10,3.31,1,2026-01-04 09:25:01
3994,8341110277404,Prodotto Latticini Extra 3994,Prodotto Latticini Extra 3994 - descrizione commerciale,Latticini,1.13,10,1.24,1,2026-01-15 09:25:01
3995,8953782032699,Prodotto Alimentari Tradizionale 3995,Prodotto Alimentari Tradizionale 3995 - descrizione commerciale,Alimentari,4.42,10,4.86,1,2026-01-14 09:25:01
3996,8603510060320,Prodotto Alimentari Tradizionale 3996,Prodotto Alimentari Tradizionale 3996 - descrizione commerciale,Alimentari,1.71,10,1.88,1,2026-01-23 09:25:01
3997,8533269191159,Prodotto Latticini Extra 3997,Prodotto Latticini Extra 3997 - descrizione commerciale,Latticini,3.15,10,3.47,1,2026-01-26 09:25:01
3998,8274832488183,Prodotto Igiene Classico 3998,Prodotto Igiene Classico 3998 - descrizione commerciale,Igiene,4.32,10,4.75,1,2026-01-30 09:25:01
3999,8235908967058,Prodotto Alimentari Convenienza 3999,Prodotto Alimentari Convenienza 3999 - descrizione commerciale,Alimentari,3.08,10,3.39,1,2026-01-09 09:25:01
4000,8769023175352,Prodotto Latticini Tradizionale 4000,Prodotto Latticini Tradizionale 4000 - descrizione commerciale,Latticini,2.84,10,3.12,1,2026-01-01 09:25:01
4001,8946042516697,Prodotto Casa Senza Zucchero 4001,Prodotto Casa Senza Zucchero 4001 - descrizione commerciale,Casa,7.53,10,8.28,1,2026-01-18 09:25:01
4002,8215105215221,Prodotto Alimentari Classico 4002,Prodotto Alimentari Classico 4002 - descrizione commerciale,Alimentari,0.89,10,0.98,1,2026-01-14 09:25:01
4003,8982248658420,Prodotto Panetteria Extra 4003,Prodotto Panetteria Extra 4003 - descrizione commerciale,Panetteria,1.57,10,1.73,1,2026-01-16 09:25:01
4004,8341278270911,Prodotto Bevande Integrale 4004,Prodotto Bevande Integrale 4004 - descrizione commerciale,Bevande,2.79,10,3.07,1,2026-01-15 09:25:01
4005,8463623277830,Prodotto Casa Formato Famiglia 4005,Prodotto Casa Formato Famiglia 4005 - descrizione commerciale,Casa,7.06,10,7.77,1,2026-01-03 09:25:01
4006,8815045726101,Prodotto Igiene Extra 4006,Prodotto Igiene Extra 4006 - descrizione commerciale,Igiene,6.5,10,7.15,1,2026-01-10 09:25:01
4007,8639674202599,Prodotto Panetteria Formato Famiglia 4007,Prodotto Panetteria Formato Famiglia 4007 - descrizione commerciale,Panetteria,1.62,10,1.78,1,2026-01-10 09:25:01
4008,8668556005961,Prodotto Igiene Convenienza 4008,Prodotto Igiene Convenienza 4008 - descrizione commerciale,Igiene,4.21,10,4.63,1,2026-01-06 09:25:01
4009,8356294003991,Prodotto Surgelati Extra 4009,Prodotto Surgelati Extra 4009 - descrizione commerciale,Surgelati,1.92,10,2.11,1,2026-01-27 09:25:01
4010,8355647579942,Prodotto Casa Tradizionale 4010,Prodotto Casa Tradizionale 4010 - descrizione commerciale,Casa,5.11,10,5.62,1,2026-01-12 09:25:01
4011,8886724950169,Prodotto Alimentari Tradizionale 4011,Prodotto Alimentari Tradizionale 4011 - descrizione commerciale,Alimentari,5.62,10,6.18,1,2026-01-06 09:25:01
4012,8440396832411,Prodotto Latticini Tradizionale 4012,Prodotto Latticini Tradizionale 4012 - descrizione commerciale,Latticini,3.07,10,3.38,1,2026-01-25 09:25:01
4013,8900376447683,Prodotto Latticini Senza Zucchero 4013,Prodotto Latticini Senza Zucchero 4013 - descrizione commerciale,Latticini,3.1,10,3.41,1,2026-01-17 09:25:01
4014,8276364395415,Prodotto Casa Senza Zucchero 4014,Prodotto Casa Senza Zucchero 4014 - descrizione commerciale,Casa,7.95,10,8.75,1,2026-01-31 09:25:01
4015,8894516560518,Prodotto Alimentari Convenienza 4015,Prodotto Alimentari Convenienza 4015 - descrizione commerciale,Alimentari,1.6,10,1.76,1,2026-01-17 09:25:01
4016,8674991431398,Prodotto Surgelati Premium 4016,Prodotto Surgelati Premium 4016 - descrizione commerciale,Surgelati,5.29,10,5.82,1,2026-01-12 09:25:01
4017,8816592821607,Prodotto Surgelati Senza Zucchero 4017,Prodotto Surgelati Senza Zucchero 4017 - descrizione commerciale,Surgelati,5.76,10,6.34,1,2026-01-01 09:25:01
4018,8815308959548,Prodotto Panetteria Tradizionale 4018,Prodotto Panetteria Tradizionale 4018 - descrizione commerciale,Panetteria,3.24,10,3.56,1,2026-01-01 09:25:01
4019,8218638824059,Prodotto Surgelati Extra 4019,Prodotto Surgelati Extra 4019 - descrizione commerciale,Surgelati,3.85,10,4.24,1,2026-01-02 09:25:01
4020,8178973653800,Prodotto Latticini Extra 4020,Prodotto Latticini Extra 4020 - descrizione commerciale,Latticini,3.07,10,3.38,0,2026-01-14 09:25:01
4021,8906065079652,Prodotto Casa Formato Famiglia 4021,Prodotto Casa Formato Famiglia 4021 - descrizione commerciale,Casa,3.52,10,3.87,1,2026-01-12 09:25:01
4022,8728940189201,Prodotto Bevande Integrale 4022,Prodotto Bevande Integrale 4022 - descrizione commerciale,Bevande,1.36,10,1.5,1,2026-01-16 09:25:01
4023,8698182997946,Prodotto Panetteria Convenienza 4023,Prodotto Panetteria Convenienza 4023 - descrizione commerciale,Panetteria,3.78,10,4.16,1,2026-01-16 09:25:01
4024,8628625940674,Prodotto Igiene Integrale 4024,Prodotto Igiene Integrale 4024 - descrizione commerciale,Igiene,8.25,10,9.08,1,2026-01-13 09:25:01
4025,8544423007471,Prodotto Bevande Formato Famiglia 4025,Prodotto Bevande Formato Famiglia 4025 - descrizione commerciale,Bevande,2.72,10,2.99,1,2026-01-20 09:25:01
4026,8306702499827,Prodotto Igiene Formato Famiglia 4026,Prodotto Igiene Formato Famiglia 4026 - descrizione commerciale,Igiene,2.43,10,2.67,1,2026-01-22 09:25:01
4027,8843236999308,Prodotto Latticini Senza Zucchero 4027,Prodotto Latticini Senza Zucchero 4027 - descrizione commerciale,Latticini,3.98,10,4.38,1,2026-01-23 09:25:01
4028,8749791994399,Prodotto Igiene Tradizionale 4028,Prodotto Igiene Tradizionale 4028 - descrizione commerciale,Igiene,7.04,10,7.74,1,2026-01-24 09:25:01
4029,8365851710189,Prodotto Casa Integrale 4029,Prodotto Casa Integrale 4029 - descrizione commerciale,Casa,2.43,10,2.67,1,2026-01-28 09:25:01
4030,8213944498315,Prodotto Latticini Premium 4030,Prodotto Latticini Premium 4030 - descrizione commerciale,Latticini,4.63,10,5.09,1,2026-01-10 09:25:01
4031,8555104245380,Prodotto Igiene Senza Zucchero 4031,Prodotto Igiene Senza Zucchero 4031 - descrizione commerciale,Igiene,1.75,10,1.93,1,2026-01-21 09:25:01
4032,8819527653163,Prodotto Igiene Integrale 4032,Prodotto Igiene Integrale 4032 - descrizione commerciale,Igiene,3.28,10,3.61,0,2026-01-11 09:25:01
4033,8395999200312,Prodotto Latticini Extra 4033,Prodotto Latticini Extra 4033 - descrizione commerciale,Latticini,4.12,10,4.53,1,2026-01-19 09:25:01
4034,8517360204466,Prodotto Bevande Senza Zucchero 4034,Prodotto Bevande Senza Zucchero 4034 - descrizione commerciale,Bevande,2.83,10,3.11,1,2026-01-02 09:25:01
4035,8288364340356,Prodotto Igiene Formato Famiglia 4035,Prodotto Igiene Formato Famiglia 4035 - descrizione commerciale,Igiene,1.72,10,1.89,1,2026-01-17 09:25:01
4036,8586168246932,Prodotto Igiene Formato Famiglia 4036,Prodotto Igiene Formato Famiglia 4036 - descrizione commerciale,Igiene,2.24,10,2.46,1,2026-01-02 09:25:01
4037,8259817912794,Prodotto Alimentari Formato Famiglia 4037,Prodotto Alimentari Formato Famiglia 4037 - descrizione commerciale,Alimentari,1.52,10,1.67,1,2026-01-05 09:25:01
4038,8275044418413,Prodotto Panetteria Classico 4038,Prodotto Panetteria Classico 4038 - descrizione commerciale,Panetteria,0.87,10,0.96,1,2026-01-03 09:25:01
4039,8818458781616,Prodotto Latticini Senza Zucchero 4039,Prodotto Latticini Senza Zucchero 4039 - descrizione commerciale,Latticini,3.29,10,3.62,1,2026-01-20 09:25:01
4040,8589610365496,Prodotto Latticini Tradizionale 4040,Prodotto Latticini Tradizionale 4040 - descrizione commerciale,Latticini,0.93,10,1.02,1,2026-01-27 09:25:01
4041,8506082706312,Prodotto Bevande Tradizionale 4041,Prodotto Bevande Tradizionale 4041 - descrizione commerciale,Bevande,2.02,10,2.22,1,2026-01-29 09:25:01
4042,8858075515544,Prodotto Alimentari Classico 4042,Prodotto Alimentari Classico 4042 - descrizione commerciale,Alimentari,5.34,10,5.87,1,2026-01-15 09:25:01
4043,8237920699942,Prodotto Alimentari Premium 4043,Prodotto Alimentari Premium 4043 - descrizione commerciale,Alimentari,2.58,10,2.84,1,2026-01-14 09:25:01
4044,8608622180746,Prodotto Igiene Classico 4044,Prodotto Igiene Classico 4044 - descrizione commerciale,Igiene,6.05,10,6.66,1,2026-01-09 09:25:01
4045,8775081919923,Prodotto Igiene Convenienza 4045,Prodotto Igiene Convenienza 4045 - descrizione commerciale,Igiene,7.11,10,7.82,1,2026-01-09 09:25:01
4046,8600169674148,Prodotto Casa Extra 4046,Prodotto Casa Extra 4046 - descrizione commerciale,Casa,5.83,10,6.41,1,2026-01-09 09:25:01
4047,8231638706892,Prodotto Igiene Classico 4047,Prodotto Igiene Classico 4047 - descrizione commerciale,Igiene,1.86,10,2.05,1,2026-01-06 09:25:01
4048,8511780838102,Prodotto Bevande Tradizionale 4048,Prodotto Bevande Tradizionale 4048 - descrizione commerciale,Bevande,0.91,10,1.0,1,2026-01-24 09:25:01
4049,8841925810231,Prodotto Igiene Formato Famiglia 4049,Prodotto Igiene Formato Famiglia 4049 - descrizione commerciale,Igiene,8.55,10,9.41,0,2026-01-09 09:25:01
4050,8660511846728,Prodotto Alimentari Senza Zucchero 4050,Prodotto Alimentari Senza Zucchero 4050 - descrizione commerciale,Alimentari,1.84,10,2.02,1,2026-01-12 09:25:01
4051,8878262274703,Prodotto Alimentari Classico 4051,Prodotto Alimentari Classico 4051 - descrizione commerciale,Alimentari,4.18,10,4.6,1,2026-01-22 09:25:01
4052,8621585290784,Prodotto Panetteria Integrale 4052,Prodotto Panetteria Integrale 4052 - descrizione commerciale,Panetteria,0.97,10,1.07,1,2026-01-08 09:25:01
4053,8655039021741,Prodotto Panetteria Senza Zucchero 4053,Prodotto Panetteria Senza Zucchero 4053 - descrizione commerciale,Panetteria,3.72,10,4.09,1,2026-01-13 09:25:01
4054,8542078359424,Prodotto Igiene Bio 4054,Prodotto Igiene Bio 4054 - descrizione commerciale,Igiene,4.25,10,4.68,1,2026-01-25 09:25:01
4055,8281999706182,Prodotto Surgelati Convenienza 4055,Prodotto Surgelati Convenienza 4055 - descrizione commerciale,Surgelati,5.49,10,6.04,1,2026-01-21 09:25:01
4056,8536159295752,Prodotto Panetteria Senza Zucchero 4056,Prodotto Panetteria Senza Zucchero 4056 - descrizione commerciale,Panetteria,1.42,10,1.56,1,2026-01-01 09:25:01
4057,8684479756500,Prodotto Surgelati Tradizionale 4057,Prodotto Surgelati Tradizionale 4057 - descrizione commerciale,Surgelati,1.7,10,1.87,0,2026-01-30 09:25:01
4058,8802236485383,Prodotto Alimentari Premium 4058,Prodotto Alimentari Premium 4058 - descrizione commerciale,Alimentari,5.06,10,5.57,1,2026-01-04 09:25:01
4059,8986075202308,Prodotto Alimentari Senza Zucchero 4059,Prodotto Alimentari Senza Zucchero 4059 - descrizione commerciale,Alimentari,5.1,10,5.61,1,2026-01-27 09:25:01
4060,8226049220673,Prodotto Surgelati Premium 4060,Prodotto Surgelati Premium 4060 - descrizione commerciale,Surgelati,7.44,10,8.18,1,2026-01-20 09:25:01
4061,8134836124291,Prodotto Panetteria Tradizionale 4061,Prodotto Panetteria Tradizionale 4061 - descrizione commerciale,Panetteria,3.51,10,3.86,1,2026-01-21 09:25:01
4062,8227579167650,Prodotto Igiene Formato Famiglia 4062,Prodotto Igiene Formato Famiglia 4062 - descrizione commerciale,Igiene,2.68,10,2.95,1,2026-01-01 09:25:01
4063,8885278735978,Prodotto Casa Convenienza 4063,Prodotto Casa Convenienza 4063 - descrizione commerciale,Casa,6.66,10,7.33,1,2026-01-17 09:25:01
4064,8822456636732,Prodotto Panetteria Convenienza 4064,Prodotto Panetteria Convenienza 4064 - descrizione commerciale,Panetteria,1.34,10,1.47,1,2026-01-26 09:25:01
4065,8468611095512,Prodotto Igiene Senza Zucchero 4065,Prodotto Igiene Senza Zucchero 4065 - descrizione commerciale,Igiene,6.58,10,7.24,1,2026-01-31 09:25:01
4066,8936032589039,Prodotto Alimentari Senza Zucchero 4066,Prodotto Alimentari Senza Zucchero 4066 - descrizione commerciale,Alimentari,3.5,10,3.85,1,2026-01-23 09:25:01
4067,8572119922034,Prodotto Alimentari Extra 4067,Prodotto Alimentari Extra 4067 - descrizione commerciale,Alimentari,3.96,10,4.36,1,2026-01-15 09:25:01
4068,8942409440715,Prodotto Bevande Integrale 4068,Prodotto Bevande Integrale 4068 - descrizione commerciale,Bevande,0.89,10,0.98,1,2026-01-02 09:25:01
4069,8250061905676,Prodotto Alimentari Bio 4069,Prodotto Alimentari Bio 4069 - descrizione commerciale,Alimentari,0.88,10,0.97,1,2026-01-25 09:25:01
4070,8932754021698,Prodotto Surgelati Senza Zucchero 4070,Prodotto Surgelati Senza Zucchero 4070 - descrizione commerciale,Surgelati,7.7,10,8.47,1,2026-01-14 09:25:01
4071,8957132798038,Prodotto Panetteria Convenienza 4071,Prodotto Panetteria Convenienza 4071 - descrizione commerciale,Panetteria,0.98,10,1.08,1,2026-01-19 09:25:01
4072,8166999109644,Prodotto Latticini Classico 4072,Prodotto Latticini Classico 4072 - descrizione commerciale,Latticini,2.12,10,2.33,1,2026-01-01 09:25:01
4073,8635114825481,Prodotto Latticini Extra 4073,Prodotto Latticini Extra 4073 - descrizione commerciale,Latticini,4.26,10,4.69,1,2026-01-11 09:25:01
4074,8158964442956,Prodotto Bevande Integrale 4074,Prodotto Bevande Integrale 4074 - descrizione commerciale,Bevande,1.41,10,1.55,0,2026-01-01 09:25:01
4075,8661791154878,Prodotto Latticini Extra 4075,Prodotto Latticini Extra 4075 - descrizione commerciale,Latticini,2.1,10,2.31,0,2026-01-25 09:25:01
4076,8661050399527,Prodotto Igiene Extra 4076,Prodotto Igiene Extra 4076 - descrizione commerciale,Igiene,2.43,10,2.67,1,2026-01-22 09:25:01
4077,8370002079637,Prodotto Igiene Formato Famiglia 4077,Prodotto Igiene Formato Famiglia 4077 - descrizione commerciale,Igiene,6.79,10,7.47,1,2026-01-27 09:25:01
4078,8280898607283,Prodotto Igiene Tradizionale 4078,Prodotto Igiene Tradizionale 4078 - descrizione commerciale,Igiene,4.31,10,4.74,0,2026-01-01 09:25:01
4079,8853943339403,Prodotto Latticini Senza Zucchero 4079,Prodotto Latticini Senza Zucchero 4079 - descrizione commerciale,Latticini,2.0,10,2.2,1,2026-01-30 09:25:01
4080,8203656465271,Prodotto Alimentari Extra 4080,Prodotto Alimentari Extra 4080 - descrizione commerciale,Alimentari,2.58,10,2.84,1,2026-01-28 09:25:01
4081,8713845136259,Prodotto Igiene Bio 4081,Prodotto Igiene Bio 4081 - descrizione commerciale,Igiene,5.22,10,5.74,1,2026-01-14 09:25:01
4082,8851409281533,Prodotto Panetteria Premium 4082,Prodotto Panetteria Premium 4082 - descrizione commerciale,Panetteria,3.34,10,3.67,0,2026-01-03 09:25:01
4083,8977415980666,Prodotto Panetteria Tradizionale 4083,Prodotto Panetteria Tradizionale 4083 - descrizione commerciale,Panetteria,2.56,10,2.82,1,2026-01-07 09:25:01
4084,8252816006203,Prodotto Latticini Integrale 4084,Prodotto Latticini Integrale 4084 - descrizione commerciale,Latticini,1.54,10,1.69,1,2026-01-04 09:25:01
4085,8527819446467,Prodotto Alimentari Convenienza 4085,Prodotto Alimentari Convenienza 4085 - descrizione commerciale,Alimentari,4.64,10,5.1,0,2026-01-18 09:25:01
4086,8259370224320,Prodotto Latticini Bio 4086,Prodotto Latticini Bio 4086 - descrizione commerciale,Latticini,4.7,10,5.17,1,2026-01-06 09:25:01
4087,8737828931921,Prodotto Latticini Extra 4087,Prodotto Latticini Extra 4087 - descrizione commerciale,Latticini,3.32,10,3.65,1,2026-01-12 09:25:01
4088,8745284292424,Prodotto Alimentari Extra 4088,Prodotto Alimentari Extra 4088 - descrizione commerciale,Alimentari,4.01,10,4.41,1,2026-01-31 09:25:01
4089,8724854697396,Prodotto Panetteria Tradizionale 4089,Prodotto Panetteria Tradizionale 4089 - descrizione commerciale,Panetteria,3.14,10,3.45,1,2026-01-12 09:25:01
4090,8135976174279,Prodotto Panetteria Integrale 4090,Prodotto Panetteria Integrale 4090 - descrizione commerciale,Panetteria,3.67,10,4.04,1,2026-01-01 09:25:01
4091,8691079049889,Prodotto Latticini Bio 4091,Prodotto Latticini Bio 4091 - descrizione commerciale,Latticini,2.27,10,2.5,1,2026-01-25 09:25:01
4092,8961407753584,Prodotto Bevande Integrale 4092,Prodotto Bevande Integrale 4092 - descrizione commerciale,Bevande,1.06,10,1.17,1,2026-01-22 09:25:01
4093,8168254942858,Prodotto Casa Premium 4093,Prodotto Casa Premium 4093 - descrizione commerciale,Casa,10.09,10,11.1,1,2026-01-30 09:25:01
4094,8423506591142,Prodotto Bevande Bio 4094,Prodotto Bevande Bio 4094 - descrizione commerciale,Bevande,2.87,10,3.16,1,2026-01-20 09:25:01
4095,8863049434153,Prodotto Bevande Formato Famiglia 4095,Prodotto Bevande Formato Famiglia 4095 - descrizione commerciale,Bevande,2.2,10,2.42,1,2026-01-10 09:25:01
4096,8987522460415,Prodotto Casa Tradizionale 4096,Prodotto Casa Tradizionale 4096 - descrizione commerciale,Casa,11.22,10,12.34,1,2026-01-18 09:25:01
4097,8129961669543,Prodotto Casa Premium 4097,Prodotto Casa Premium 4097 - descrizione commerciale,Casa,3.47,10,3.82,1,2026-01-12 09:25:01
4098,8397582988747,Prodotto Casa Tradizionale 4098,Prodotto Casa Tradizionale 4098 - descrizione commerciale,Casa,3.16,10,3.48,1,2026-01-09 09:25:01
4099,8920599753447,Prodotto Panetteria Extra 4099,Prodotto Panetteria Extra 4099 - descrizione commerciale,Panetteria,4.34,10,4.77,1,2026-01-06 09:25:01
4100,8129806527134,Prodotto Casa Convenienza 4100,Prodotto Casa Convenienza 4100 - descrizione commerciale,Casa,9.16,10,10.08,1,2026-01-22 09:25:01
4101,8652694268646,Prodotto Alimentari Convenienza 4101,Prodotto Alimentari Convenienza 4101 - descrizione commerciale,Alimentari,5.63,10,6.19,0,2026-01-28 09:25:01
4102,8102420503529,Prodotto Casa Bio 4102,Prodotto Casa Bio 4102 - descrizione commerciale,Casa,2.61,10,2.87,1,2026-01-18 09:25:01
4103,8616447390039,Prodotto Igiene Classico 4103,Prodotto Igiene Classico 4103 - descrizione commerciale,Igiene,5.37,10,5.91,1,2026-01-10 09:25:01
4104,8205563486385,Prodotto Alimentari Convenienza 4104,Prodotto Alimentari Convenienza 4104 - descrizione commerciale,Alimentari,3.63,10,3.99,0,2026-01-08 09:25:01
4105,8596918143572,Prodotto Bevande Formato Famiglia 4105,Prodotto Bevande Formato Famiglia 4105 - descrizione commerciale,Bevande,2.31,10,2.54,1,2026-01-24 09:25:01
4106,8493577474908,Prodotto Casa Bio 4106,Prodotto Casa Bio 4106 - descrizione commerciale,Casa,3.68,10,4.05,1,2026-01-21 09:25:01
4107,8282967983536,Prodotto Bevande Tradizionale 4107,Prodotto Bevande Tradizionale 4107 - descrizione commerciale,Bevande,2.18,10,2.4,1,2026-01-11 09:25:01
4108,8900564433267,Prodotto Panetteria Senza Zucchero 4108,Prodotto Panetteria Senza Zucchero 4108 - descrizione commerciale,Panetteria,4.28,10,4.71,1,2026-01-14 09:25:01
4109,8919207990769,Prodotto Igiene Convenienza 4109,Prodotto Igiene Convenienza 4109 - descrizione commerciale,Igiene,3.96,10,4.36,1,2026-01-18 09:25:01
4110,8998263689685,Prodotto Bevande Convenienza 4110,Prodotto Bevande Convenienza 4110 - descrizione commerciale,Bevande,2.07,10,2.28,1,2026-01-20 09:25:01
4111,8460514873894,Prodotto Casa Formato Famiglia 4111,Prodotto Casa Formato Famiglia 4111 - descrizione commerciale,Casa,10.15,10,11.17,1,2026-01-06 09:25:01
4112,8509757032369,Prodotto Panetteria Senza Zucchero 4112,Prodotto Panetteria Senza Zucchero 4112 - descrizione commerciale,Panetteria,3.13,10,3.44,1,2026-01-04 09:25:01
4113,8870881869868,Prodotto Surgelati Extra 4113,Prodotto Surgelati Extra 4113 - descrizione commerciale,Surgelati,5.15,10,5.67,1,2026-01-07 09:25:01
4114,8518149813352,Prodotto Surgelati Premium 4114,Prodotto Surgelati Premium 4114 - descrizione commerciale,Surgelati,3.84,10,4.22,1,2026-01-30 09:25:01
4115,8264861105164,Prodotto Casa Convenienza 4115,Prodotto Casa Convenienza 4115 - descrizione commerciale,Casa,4.92,10,5.41,1,2026-01-15 09:25:01
4116,8204479207497,Prodotto Latticini Tradizionale 4116,Prodotto Latticini Tradizionale 4116 - descrizione commerciale,Latticini,1.84,10,2.02,1,2026-01-20 09:25:01
4117,8662739847794,Prodotto Igiene Premium 4117,Prodotto Igiene Premium 4117 - descrizione commerciale,Igiene,4.85,10,5.33,1,2026-01-23 09:25:01
4118,8930883182338,Prodotto Bevande Formato Famiglia 4118,Prodotto Bevande Formato Famiglia 4118 - descrizione commerciale,Bevande,1.95,10,2.15,1,2026-01-25 09:25:01
4119,8546532795573,Prodotto Igiene Convenienza 4119,Prodotto Igiene Convenienza 4119 - descrizione commerciale,Igiene,7.12,10,7.83,1,2026-01-20 09:25:01
4120,8847463099329,Prodotto Surgelati Convenienza 4120,Prodotto Surgelati Convenienza 4120 - descrizione commerciale,Surgelati,6.41,10,7.05,1,2026-01-09 09:25:01
4121,8744828152700,Prodotto Bevande Senza Zucchero 4121,Prodotto Bevande Senza Zucchero 4121 - descrizione commerciale,Bevande,0.65,10,0.72,1,2026-01-11 09:25:01
4122,8502035190825,Prodotto Panetteria Integrale 4122,Prodotto Panetteria Integrale 4122 - descrizione commerciale,Panetteria,3.52,10,3.87,1,2026-01-23 09:25:01
4123,8290446492672,Prodotto Bevande Senza Zucchero 4123,Prodotto Bevande Senza Zucchero 4123 - descrizione commerciale,Bevande,2.75,10,3.03,1,2026-01-17 09:25:01
4124,8243838702245,Prodotto Latticini Premium 4124,Prodotto Latticini Premium 4124 - descrizione commerciale,Latticini,3.85,10,4.24,1,2026-01-31 09:25:01
4125,8778663696986,Prodotto Casa Convenienza 4125,Prodotto Casa Convenienza 4125 - descrizione commerciale,Casa,5.24,10,5.76,1,2026-01-06 09:25:01
4126,8466150174107,Prodotto Bevande Extra 4126,Prodotto Bevande Extra 4126 - descrizione commerciale,Bevande,1.95,10,2.15,1,2026-01-29 09:25:01
4127,8492681387807,Prodotto Latticini Tradizionale 4127,Prodotto Latticini Tradizionale 4127 - descrizione commerciale,Latticini,1.83,10,2.01,1,2026-01-20 09:25:01
4128,8144073746612,Prodotto Surgelati Tradizionale 4128,Prodotto Surgelati Tradizionale 4128 - descrizione commerciale,Surgelati,1.51,10,1.66,1,2026-01-25 09:25:01
